,sentences,labels
2758,"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",positive
2759,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive
2760,The new activity will incur an investment of about 5 MEUR .,neutral
2761,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral
2762,"HELSINKI AFX - Cramo said it has agreed to sell Cramo Nederland BV CNL , its Dutch machinery and equipment rental unit , to Jaston Groep for an undisclosed sum .",neutral
2763,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive
2764,The expansion aims to attract new customers both in Finland and abroad .,positive
2765,Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral
2766,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral
2767,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive
2768,"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral
2769,"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",positive
2770,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions .",neutral
2771,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",neutral
2772,`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive
2773,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term .",neutral
2774,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .,negative
2775,Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,neutral
2776,It 's not .,neutral
2777,"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral
2778,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,neutral
2779,"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",neutral
2780,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .,neutral
2781,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland .",positive
2782,"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ærtsil+Æ with UV technology for ballast water treatment .",neutral
2783,Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,neutral
2784,The new units should become one of the largest ones within the company .,neutral
2785,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive
2786,"The market share of Volkswagen passenger cars in Finland was 10.1 percent , Audi had a market share of 3.1 percent and Seat 's share was 0.9 percent .",neutral
2787,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",neutral
2788,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral
2789,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. .",neutral
2790,An EU law on the issue may be introduced around 2010 .,neutral
2791,Bosse added that Trygvesta does not have the financial strength to acquire the entire unit .,negative
2792,"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence .",neutral
2793,"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive
2794,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",neutral
2795,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said .",neutral
2796,The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative
2797,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral
2798,"Poyry Energy GmbH is Austria 's leading engineering and consulting company in the energy , infrastructure and environment sector , owned by Poyry Plc. and the Austrian Verbund AG .",neutral
2799,"Following the transaction , Lundbeck has worldwide rights for nalmefene , excluding North America , Mexico , Turkey and South-Korea .",positive
2800,"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",neutral
2801,"At present , the trade mark Pit-Produkt is little-known outside the North-West of Russia .",negative
2802,"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 .",neutral
2803,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral
2804,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,positive
2805,An Apple spokeswoman said the company declined to comment .,neutral
2806,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral
2807,"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",positive
2808,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,positive
2809,"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive
2810,"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral
2811,"Anttila 's online department store - NetAnttila - has an established position as the best-known , most visited and most shopped online store in Finland  .",neutral
2812,The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral
2813,"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",positive
2814,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral
2815,He is resting comfortably and is looking forward to getting back to work . '',neutral
2816,Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,neutral
2817,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",negative
2818,"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",negative
2819,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",positive
2820,Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,neutral
2821,"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company .",neutral
2822,"The equipment will expand container handling capacity at Namibia 's main port of Walvis Bay , on the west coast .",positive
2823,Radiation and today is a full service house expert in radiation and nuclear safety issues .,neutral
2824,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative
2825,The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,neutral
2826,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,neutral
2827,"The most important export markets are Norway , Germany , Russia and France .",neutral
2828,"Jul. 18 -- Police are looking for a man who they say terrorized three males at gunpoint on East Maple Avenue this afternoon , shooting one of them and kidnapping another .",negative
2829,"` Ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , ' says Onodi Stefan , General Manager of Arxikon Construction Company SRL , which is Ruukki 's customer .",positive
2830,Expense ratio was 102.6 % compared to 92.9 % in the corresponding period in 2005 .,negative
2831,"In Q1 of 2010 , Bank of +_land 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive
2832,Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006 .,neutral
2833,"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive
2834,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,positive
2835,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",negative
2836,Russia 's Video International Group holds a controlling stake in Russian Media Ventures .,neutral
2837,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",positive
2838,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland .",neutral
2839,"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative
2840,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative
2841,The company 's operating profit for 2006 stood at 39.6 mln euro ( $ 57.9 mln ) .,neutral
2842,"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive
2843,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral
2844,SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,positive
2845,"Paper stocks were among the biggest fallers , with Stora Enso down 2.30 pct to 14.01 eur , M-real down 2.86 pct to 5.09 eur and UPM-Kymmene 1.14 pct lower at 19.10 eur .",negative
2846,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral
2847,The Finnish company has also reached arrangements regarding the working hours and annual holidays .,neutral
2848,The use case dramatically narrows if you go only with the hot s Ltd.,neutral
2849,The Group 's business is balanced by its broad portfolio of sports and presence in all major markets .,positive
2850,"If needed , she provides also further information on ferry connections and hotels .",neutral
2851,The new policy was also aimed at making the companies more profitable and competitive .,positive
2852,"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive
2853,"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",positive
2854,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .,neutral
2855,"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral
2856,This is the company 's first contract abroad .,neutral
2857,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",positive
2858,"They are responsible for their own operations , customer relationships , and the development of these .",neutral
2859,A realignment of interests in the sector is clearly under way .,positive
2860,It will provide heating in the form of hot water for the sawmill 's needs .,neutral
2861,The goal will be achieved via organic growth possibly supplemented by acquisitions .,neutral
2862,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",negative
2863,Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,neutral
2864,"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",positive
2865,QPR product family is fully compatible with Microsoft 's Windows 7 operating system .,neutral
2866,The order also includes start-up and commissioning services .,neutral
2867,"The total investment necessary will be EUR40m , the company estimated .",neutral
2868,He will report to CapMan Plc 's CEO Heikki Westerlund .,neutral
2869,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral
2870,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,negative
2871,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,neutral
2872,- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,neutral
2873,"`` My wife is looking forward to getting a paycheck again , '' he quipped recently as a six-knot current swirled around his anchored and heavily sponsored jet sled .",neutral
2874,"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive
2875,The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,neutral
2876,"`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said .",positive
2877,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,positive
2878,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes .,neutral
2879,The new name of the Sanoma Division will be Sanoma News .,neutral
2880,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative
2881,"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ?",neutral
2882,"The most loyal customers were found in the Bank of +_land , with an index of 8.0 .",positive
2883,The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral
2884,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .,neutral
2885,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .",neutral
2886,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",neutral
2887,"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice .",neutral
2888,"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral
2889,Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,positive
2890,"STX Finland Oy signed a a preliminary agreement for the building of an environmentally friendly , new generation cruise ferry for Viking Line to manage on between Turku , Finland , and Stockholm , Sweden withViking Line ABP .",positive
2891,`` Capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,negative
2892,Sales fell abroad but increased in Finland .,neutral
2893,The company expects meat purchases to remain at about 8mn kilos in 2011 .,neutral
2894,Travel expenses would be reimbursed in accordance with the travel policy of the company .,neutral
2895,"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",neutral
2896,"The other actions include the cutting of the expensive weekend shifts , the freezing of the production bonus system and by a general cost-cutting program .",neutral
2897,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,positive
2898,"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral
2899,"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",neutral
2900,"Jobs will not be transferred from Finland , however .",positive
2901,The figure does not include food exports from Finland .,neutral
2902,"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive
2903,`` It wo n't happen overnight .,neutral
2904,Production is scheduled to start by the end of April 2007 .,neutral
2905,"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",neutral
2906,"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",neutral
2907,Export accounts for about one tenth of the company 's annual turnover of one billion kroons .,neutral
2908,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative
2909,` Pulp and paper industries are growing in countries like China and Russia .,neutral
2910,"( ADP News ) - Nov 3 , 2008 - Finnish paper , packaging and forest products company Stora Enso Oyj ( OMX : STERV ) said today that it would invest EUR 137 million ( USD 176.6 m ) in the building of a power plant at its Ostroleka Mi",neutral
2911,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,negative
2912,"`` The priority for 2009 was to strengthen the company 's balance sheet and increase cash flow , '' CEO Hannu Krook said .",positive
2913,"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device .",positive
2914,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive
2915,"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral
2916,"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",positive
2917,The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive
2918,"Sanoma Learning & Literature , offering print and digital learning materials , is present in eleven countries .",neutral
2919,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo .",neutral
2920,In 2005 the bank posted a net profit of Lt 8.2 mn .,neutral
2921,"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive
2922,The court found TelecomInvest 's arguments convincing .,positive
2923,"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland .",neutral
2924,"The Annual Report will be sent automatically to shareholders holding at least 2,000 Sampo plc shares .",neutral
2925,Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,positive
2926,Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative
2927,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive
2928,"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",negative
2929,"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral
2930,"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral
2931,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative
2932,The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral
2933,Ramirent is a leading company in machinery and equipment rentals for construction and industry .,positive
2934,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago .",neutral
2935,The share subscription period will expire on 30 September 2007 .,neutral
2936,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,neutral
2937,"However , the total orders received will still be above last year s levels .",positive
2938,This resulted in improved sales figures in Sweden .,positive
2939,"Finnish P+¦yry has been awarded an engineering contract by CFR , the national railway company of Romania .",positive
2940,"The latest result included per-share charges of 5 cents for stock compensation , 1 cent for research and development and 1 cent for strategic investments .",neutral
2941,"Operating profit before non-recurring items was EUR 8.3 mn in the first nine months of 2008 , compared to EUR 8.4 in the corresponding period in 2007 .",negative
2942,The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral
2943,"When this investment is in place , Atria plans to expand into the Moscow market .",neutral
2944,"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",negative
2945,"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral
2946,The building will house product development and test laboratories .,neutral
2947,"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive
2948,"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",positive
2949,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation .",negative
2950,"In beers , Olvi retained its market position .",neutral
2951,"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive
2952,"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral
2953,`` BG Crane has been a strong partner for Hiab in Australia for many years .,neutral
2954,The invention carries International Patent Publication No. .,neutral
2955,Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care .,positive
2956,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive
2957,"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",positive
2958,Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,positive
2959,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",positive
2960,"from BUSINESS LINE , May 16 , 2008 Sriperumbudur , May 15 - Nokia 's two key suppliers - Aspocomp and Wintek - are likely to start operations within three months in the Nokia Telecom Park at Sriperumbudur , 45 km west off Chennai .",neutral
2961,You will hear the latest insights and updates on Citycon 's strategy as well as the latest news from all the business units .,neutral
2962,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .",negative
2963,"Continuing operations turned an operating loss of EUR 0.1 mn , a slight improvement from a loss of EUR 0.2 mn a year earlier .",positive
2964,"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",neutral
2965,"Based on the 2005 calendar year the combined company had EUR15 .8 bn in pro forma annual revenues and is expected to start operations with 60,000 employees .",neutral
2966,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .",neutral
2967,The customers will have an access to integrated propeller and gear packages from one source .,neutral
2968,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative
2969,"The negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .",positive
2970,Acquisitions have been made and businesses have been well integrated .,positive
2971,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",neutral
2972,"The contract covers turnkey deliveries to all five airports operated by the authority -- John F Kennedy , LaGuardia , Newark , Teterboro and Stewart International .",neutral
2973,3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .,positive
2974,Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral
2975,"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive
2976,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative
2977,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",neutral
2978,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''",neutral
2979,The fixed acquisition price amounts to NOK 70 ( approximately EUR 8.7 ) million and additional price NOK 15 ( EUR 1.8 ) million at maximum .,neutral
2980,The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral
2981,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",neutral
2982,"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative
2983,"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral
2984,Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,negative
2985,`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral
2986,"Operating result for the 12-month period decreased from the profit of EUR0 .4 m while turnover decreased from EUR5 .6 m , as compared to 2004 .",negative
2987,"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",neutral
2988,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital .",neutral
2989,Capitex Kalmar will continue to be responsible for the maintenance and technical development of the services .,neutral
2990,"The familiar blue , white , and red HK seal has received a more authentic look .",neutral
2991,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",negative
2992,The full MidnightTrader extended-hours trading analysis and news service is available in real-time through COMTEX .,neutral
2993,"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '",neutral
2994,"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",negative
2995,Both companies ' existing investment plans will be coordinated .,neutral
2996,`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . '',positive
2997,"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",positive
2998,"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral
2999,The value of the contract is about EUR 27mn .,neutral
3000,"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",neutral
3001,"The share capital of Basware Corporation is 11,720,829 .",neutral
3002,Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,positive
3003,Le Lay succeeds Walter G++nter and will be based in Finland .,neutral
3004,"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral
3005,The tool is a patent pending design that allows consumers to lay out their entire project on a removable plate using multiple clear stamps of any kind .,neutral
3006,The closing of such transaction took place today .,neutral
3007,"In addition to Russia , we now seek additional growth in Ukraine .",positive
3008,"According to CEO Matti Karppinen , Frozen Foods posted a good result in 2010 , as it did in 2009 .",positive
3009,The terms of the aforementioned funding are considerably below the Bank 's current CDS levels in the market and have a maturity ranging from 1 to 7.5 years .,negative
3010,Shareholders of Rakvere Lihakombinaat decided in favor of the buyout of minority shares in mid-July .,positive
3011,"In the end of 2006 , the number of outlets will rise to 60-70 .",positive
3012,"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",neutral
3013,The talks are aimed at restructuring operations and cutting costs .,positive
3014,Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,neutral
3015,"In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn .",negative
3016,Poyry is recognized as one of the world 's leading advisors to the global forestry industry .,positive
3017,The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral
3018,The first stage of the contract covers 133 stores and 600 cash registers .,neutral
3019,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",negative
3020,Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products .,positive
3021,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,neutral
